lncipediaGeneID,ensemblGeneID
TBX2-AS1,ENSG00000267131.1
lnc-TBX2-3,ENSG00000266934.1
TBX2-AS1,ENSG00000267280.5
lnc-NACA2-4,ENSG00000267137.1
lnc-AMZ2-8,ENSG00000267731.1
lnc-ARSG-7,ENSG00000267009.6
lnc-PRKAR1A-3,ENSG00000267461.1
LINC01482,ENSG00000267659.5
lnc-ABCA8-2,ENSG00000267250.1
lnc-ABCA5-6,ENSG00000267653.1
LINC01028,ENSG00000267603.1
KCNJ2-AS1,ENSG00000267365.1
lnc-ABCA5-14,ENSG00000267109.1
lnc-ABCA5-16,ENSG00000271239.1
lnc-UNC13D-2,ENSG00000266980.1
lnc-TEN1-1,ENSG00000267615.1
lnc-ZACN-64,ENSG00000267128.1
lnc-CYGB-3,ENSG00000267546.2
lnc-AANAT-2,ENSG00000267543.1
SNHG16,ENSG00000163597.14
LINC00868,ENSG00000267535.1
lnc-SRSF2-2,ENSG00000267521.1
lnc-SRSF2-10,ENSG00000266998.1
lnc-SEC14L1-1,ENSG00000267263.1
lnc-SEPT9-2,ENSG00000267665.1
lnc-TMC6-8,ENSG00000267466.1
TNRC6C-AS1,ENSG00000204282.4
LINC01993,ENSG00000204277.1
lnc-PGS1-1,ENSG00000266970.1
LINC02081,ENSG00000267123.5
lnc-C1QTNF1-5,ENSG00000267491.1
lnc-PIEZO2-18,ENSG00000267051.1
LINC01255,ENSG00000267252.5
lnc-MPPE1-5,ENSG00000267143.1
lnc-MPPE1-4,ENSG00000267455.1
CHMP1B-AS1,ENSG00000267165.1
lnc-MPPE1-9,ENSG00000266955.1
lnc-MPPE1-10,ENSG00000267480.1
lnc-ANKRD62-2,ENSG00000267722.1
lnc-AFG3L2-1,ENSG00000267247.1
lnc-CIDEA-1,ENSG00000267069.1
lnc-PRELID3A-1,ENSG00000267199.1
lnc-SPIRE1-4,ENSG00000267249.1
lnc-PTPN2-5,ENSG00000266961.1
lnc-PTPN2-6,ENSG00000266969.1
lnc-PTPN2-3,ENSG00000267239.1
lnc-PTPN2-11,ENSG00000267177.1
lnc-FAM210A-9,ENSG00000267393.1
LDLRAD4-AS1,ENSG00000267690.1
lnc-FAM210A-7,ENSG00000267694.1
lnc-FAM210A-6,ENSG00000267529.3
lnc-RNMT-5,ENSG00000267702.1
lnc-FAM210A-5,ENSG00000267366.1
lnc-FAM210A-4,ENSG00000267136.1
lnc-FAM210A-3,ENSG00000267503.1
lnc-FAM210A-2,ENSG00000266954.1
lnc-MC5R-8,ENSG00000267150.1
lnc-ZSCAN30-6,ENSG00000268873.1
lnc-ZNF24-1,ENSG00000268573.1
lnc-INO80C-1,ENSG00000267583.5
lnc-ZNF397-5,ENSG00000266965.1
lnc-GALNT1-1,ENSG00000267397.1
lnc-RPRD1A-2,ENSG00000267627.5
lnc-CELF4-9,ENSG00000267651.1
lnc-KIAA1328-5,ENSG00000267202.5
lnc-CELF4-4,ENSG00000268566.5
LINC01901,ENSG00000267413.1
lnc-RIT2-2,ENSG00000267313.7
LINC00907,ENSG00000267586.6
lnc-EPG5-1,ENSG00000267414.1
lnc-EPG5-9,ENSG00000267101.5
SLC14A2-AS1,ENSG00000267097.1
lnc-SLC14A1-6,ENSG00000266988.5
lnc-SLC14A1-5,ENSG00000267354.1
lnc-SLC14A1-3,ENSG00000266968.2
lnc-EPG5-5,ENSG00000267193.5
lnc-KATNAL2-1,ENSG00000270112.3
lnc-KATNAL2-5,ENSG00000267724.1
MIR4527HG,ENSG00000267761.3
lnc-SMAD7-4,ENSG00000267762.1
lnc-SMAD7-2,ENSG00000267764.1
lnc-SMAD7-1,ENSG00000266905.1
lnc-ACAA2-1,ENSG00000267674.1
lnc-LIPG-13,ENSG00000267322.2
lnc-ACAA2-2,ENSG00000267196.1
lnc-SKA1-1,ENSG00000267695.1
lnc-CCDC68-1,ENSG00000267112.1
TCF4-AS1,ENSG00000267028.1
TCF4-AS2,ENSG00000267402.1
lnc-RAB27B-11,ENSG00000267284.1
lnc-WDR7-11,ENSG00000267172.1
lnc-WDR7-6,ENSG00000267327.1
LINC01539,ENSG00000206129.3
LINC01905,ENSG00000267057.5
LINC01539,ENSG00000267399.1
lnc-WDR7-4,ENSG00000267732.1
lnc-TXNL1-4,ENSG00000267146.1
WDR7-OT1,ENSG00000267225.1
lnc-FECH-4,ENSG00000267789.1
LINC02565,ENSG00000267726.1
lnc-ONECUT2-5,ENSG00000267040.6
lnc-ONECUT2-6,ENSG00000267787.5
LINC01897,ENSG00000267209.5
lnc-ALPK2-8,ENSG00000267743.5
lnc-MALT1-11,ENSG00000267504.1
lnc-ALPK2-4,ENSG00000267396.1
lnc-NEDD4L-3,ENSG00000267675.1
lnc-NEDD4L-4,ENSG00000276403.1
lnc-ALPK2-5,ENSG00000267476.1
lnc-ALPK2-6,ENSG00000267705.1
lnc-ALPK2-7,ENSG00000267501.1
LINC01926,ENSG00000267593.1
lnc-SEC11C-2,ENSG00000267215.1
lnc-GRP-2,ENSG00000267677.1
lnc-GRP-3,ENSG00000267000.1
lnc-PMAIP1-13,ENSG00000267061.1
lnc-PMAIP1-12,ENSG00000267269.1
lnc-PMAIP1-9,ENSG00000267462.1
lnc-PMAIP1-1,ENSG00000267686.1
lnc-PMAIP1-2,ENSG00000267401.1
lnc-MC4R-5,ENSG00000267098.1
lnc-RNF152-2,ENSG00000267316.5
lnc-RNF152-2,ENSG00000267279.1
lnc-RNF152-2,ENSG00000267175.5
lnc-CDH20-1,ENSG00000267038.1
lnc-TNFRSF11A-5,ENSG00000266900.1
lnc-PIGN-2,ENSG00000267560.1
lnc-PIGN-4,ENSG00000267341.1
lnc-SERPINB12-3,ENSG00000269989.1
LINC01924,ENSG00000267134.1
LINC01538,ENSG00000266952.1
lnc-TMX3-4,ENSG00000264472.4
LINC01909,ENSG00000266258.1
LINC01899,ENSG00000265352.1
lnc-SALL3-7,ENSG00000267655.1
lnc-PQLC1-12,ENSG00000267628.1
lnc-PQLC1-10,ENSG00000267015.1
lnc-NFATC1-1,ENSG00000267287.1
lnc-CTDP1-3,ENSG00000267409.1
lnc-PQLC1-104,ENSG00000178412.4
lnc-PQLC1-104,ENSG00000274828.1
lnc-PQLC1-7,ENSG00000266901.1
lnc-CTDP1-1,ENSG00000266924.1
lnc-MADCAM1-5,ENSG00000267124.2
lnc-POLRMT-6,ENSG00000267751.5
LINC01836,ENSG00000267530.2
lnc-TMEM259-2,ENSG00000266990.1
lnc-ATP5F1D-3,ENSG00000267778.1
lnc-GAMT-6,ENSG00000267755.1
lnc-ONECUT3-2,ENSG00000267073.1
lnc-ONECUT3-3,ENSG00000267007.1
lnc-ONECUT3-1,ENSG00000267244.5
lnc-SCAMP4-3,ENSG00000267141.1
lnc-SCAMP4-2,ENSG00000267232.1
CSNK1G2-AS1,ENSG00000180846.8
LINC01775,ENSG00000267201.1
lnc-TIMM13-1,ENSG00000267412.1
lnc-THOP1-2,ENSG00000267214.1
lnc-DIRAS1-2,ENSG00000267749.1
lnc-SGTA-4,ENSG00000267063.1
lnc-ZNF77-165,ENSG00000253392.2
lnc-GNA11-3,ENSG00000267469.1
lnc-AES-4,ENSG00000267139.1
lnc-AES-5,ENSG00000267688.1
lnc-AES-6,ENSG00000267551.3
lnc-SMIM24-2,ENSG00000267448.5
lnc-C19orf71-3,ENSG00000267436.1
lnc-C19orf71-4,ENSG00000267231.1
lnc-TJP3-2,ENSG00000267304.1
lnc-RAX2-1,ENSG00000267138.1
lnc-MAP2K2-2,ENSG00000268670.1
lnc-MPND-1,ENSG00000269425.1
lnc-STAP2-2,ENSG00000269807.1
lnc-SH3GL1-1,ENSG00000269318.1
lnc-UBXN6-3,ENSG00000267255.1
lnc-CHAF1A-1,ENSG00000267030.1
lnc-UBXN6-2,ENSG00000267011.5
lnc-DPP9-2,ENSG00000268565.1
lnc-TICAM1-2,ENSG00000268536.1
lnc-TICAM1-1,ENSG00000269604.1
lnc-FEM1A-4,ENSG00000267484.1
lnc-KDM4B-2,ENSG00000267550.1
lnc-NRTN-2,ENSG00000267709.1
lnc-VMAC-1,ENSG00000266941.1
lnc-RANBP3-1,ENSG00000267571.1
lnc-CAPS-2,ENSG00000266983.1
lnc-ACSBG2-2,ENSG00000267262.1
lnc-ACSBG2-1,ENSG00000267299.1
lnc-ACSBG2-3,ENSG00000267563.1
lnc-ACER1-1,ENSG00000269802.1
lnc-PSPN-1,ENSG00000269444.1
lnc-CRB3-1,ENSG00000268203.1
lnc-CRB3-1,ENSG00000268191.1
lnc-SH2D3A-2,ENSG00000269680.1
lnc-PEX11G-4,ENSG00000267852.1
lnc-PEX11G-2,ENSG00000269371.1
lnc-PCP2-1,ENSG00000268204.1
lnc-CTXN1-5,ENSG00000268149.1
lnc-SNAPC2-2,ENSG00000269139.2
lnc-SNAPC2-4,ENSG00000269813.1
lnc-CCL25-1,ENSG00000267939.1
RAB11B-AS1,ENSG00000269386.5
lnc-PRAM1-3,ENSG00000268931.1
lnc-HNRNPM-2,ENSG00000268618.1
lnc-HNRNPM-3,ENSG00000267986.1
LINC01862,ENSG00000268480.1
lnc-MBD3L1-2,ENSG00000269300.1
lnc-OR2Z1-1,ENSG00000269400.1
lnc-ZNF559-3,ENSG00000267510.1
lnc-ZNF559-ZNF177-4,ENSG00000267273.1
lnc-UBL5-5,ENSG00000267612.1
lnc-FBXL12-1,ENSG00000267289.1
lnc-ZGLP1-3,ENSG00000266978.1
lnc-S1PR2-2,ENSG00000267105.1
lnc-ZGLP1-2,ENSG00000267607.1
lnc-S1PR5-1,ENSG00000267197.1
lnc-YIPF2-2,ENSG00000266936.1
lnc-ANGPTL8-1,ENSG00000267082.1
lnc-RAB3D-2,ENSG00000267174.5
lnc-CCDC159-4,ENSG00000267576.1
lnc-EPOR-2,ENSG00000267277.1
lnc-ACP5-1,ENSG00000266922.1
lnc-ZNF823-2,ENSG00000267646.1
lnc-ZNF823-3,ENSG00000267089.1
lnc-ZNF700-1,ENSG00000267274.1
ZNF433-AS1,ENSG00000219665.8
lnc-ZNF709-1,ENSG00000269560.1
lnc-FBXW9-1,ENSG00000268945.1
lnc-PRDX2-4,ENSG00000267212.1
lnc-THSD8-2,ENSG00000267062.1
lnc-GADD45GIP1-1,ENSG00000267458.1
lnc-GADD45GIP1-2,ENSG00000267417.1
lnc-LYL1-3,ENSG00000267610.2
lnc-IER2-1,ENSG00000266897.1
lnc-STX10-3,ENSG00000267512.1
lnc-STX10-2,ENSG00000267598.1
lnc-C19orf57-4,ENSG00000267633.1
lnc-C19orf57-6,ENSG00000267519.5
lnc-PALM3-1,ENSG00000267670.1
lnc-MISP3-3,ENSG00000267783.1
lnc-ADGRL1-1,ENSG00000267723.1
LINC01841,ENSG00000266913.1
lnc-DDX39A-3,ENSG00000267379.1
lnc-ADGRE5-3,ENSG00000267474.1
lnc-SYDE1-1,ENSG00000268564.1
lnc-EPHX3-1,ENSG00000269635.1
lnc-OR10H5-1,ENSG00000268673.3
LINC01764,ENSG00000267308.1
LINC00905,ENSG00000167459.16
LINC01855,ENSG00000267517.1
lnc-CIB3-4,ENSG00000267373.1
lnc-CIB3-3,ENSG00000267033.1
lnc-EPS15L1-3,ENSG00000267275.1
lnc-C19orf44-6,ENSG00000267703.1
lnc-C19orf44-3,ENSG00000268309.1
lnc-C19orf44-5,ENSG00000279529.1
lnc-SLC35E1-3,ENSG00000269578.1
lnc-TMEM38A-3,ENSG00000268087.1
lnc-TMEM38A-2,ENSG00000269427.1
lnc-MED26-2,ENSG00000267904.1
lnc-SIN3B-1,ENSG00000269799.1
lnc-NWD1-2,ENSG00000268743.1
lnc-MYO9B-2,ENSG00000268289.1
lnc-HAUS8-1,ENSG00000269066.1
lnc-NR2F6-4,ENSG00000268056.5
lnc-NR2F6-3,ENSG00000269480.1
lnc-USHBP1-1,ENSG00000269815.1
lnc-GTPBP3-2,ENSG00000269350.1
BISPR,ENSG00000282851.2
lnc-BST2-4,ENSG00000269481.1
lnc-BST2-2,ENSG00000269053.1
lnc-NXNL1-1,ENSG00000269736.1
lnc-NXNL1-3,ENSG00000269439.5
lnc-NXNL1-4,ENSG00000269161.1
lnc-COLGALT1-1,ENSG00000269752.1
lnc-UNC13A-2,ENSG00000268112.1
lnc-KXD1-2,ENSG00000269191.1
lnc-CRLF1-4,ENSG00000268030.1
lnc-CRLF1-4,ENSG00000268983.1
lnc-UPF1-2,ENSG00000269694.1
HOMER3-AS1,ENSG00000269019.1
lnc-SUGP1-2,ENSG00000267234.1
LINC00663,ENSG00000267581.1
lnc-ZNF14-3,ENSG00000267481.1
lnc-ZNF506-2,ENSG00000267565.1
lnc-ZNF486-11,ENSG00000269043.1
lnc-ZNF708-2,ENSG00000268119.5
lnc-ZNF708-14,ENSG00000268081.1
lnc-ZNF100-10,ENSG00000268240.1
lnc-ZNF100-5,ENSG00000268184.1
lnc-ZNF208-1,ENSG00000269504.1
lnc-ZNF208-2,ENSG00000269199.1
lnc-ZNF676-1,ENSG00000267872.1
lnc-ZNF729-2,ENSG00000268597.1
lnc-ZNF729-6,ENSG00000270947.1
LINC01233,ENSG00000269364.1
lnc-ZNF492-6,ENSG00000268823.2
LINC01785,ENSG00000268038.1
lnc-ZNF99-7,ENSG00000268981.5
lnc-ZNF728-1,ENSG00000268296.1
lnc-ZNF728-5,ENSG00000269543.5
lnc-ZNF730-6,ENSG00000267886.1
LINC01224,ENSG00000269107.1
LINC01224,ENSG00000284428.1
lnc-ZNF730-11,ENSG00000267934.1
LINC01224,ENSG00000269416.5
lnc-ZNF254-4,ENSG00000269397.1
lnc-UQCRFS1-10,ENSG00000267696.6
lnc-VSTM2B-9,ENSG00000267575.6
lnc-VSTM2B-17,ENSG00000267509.5
lnc-UQCRFS1-17,ENSG00000266928.1
lnc-UQCRFS1-16,ENSG00000267320.5
lnc-UQCRFS1-15,ENSG00000267238.1
lnc-UQCRFS1-3,ENSG00000283403.1
lnc-UQCRFS1-3,ENSG00000267243.6
lnc-UQCRFS1-3,ENSG00000266893.1
lnc-VSTM2B-15,ENSG00000267423.1
lnc-VSTM2B-14,ENSG00000266976.1
lnc-VSTM2B-13,ENSG00000267617.1
lnc-VSTM2B-7,ENSG00000267528.1
lnc-VSTM2B-7,ENSG00000267683.1
lnc-UQCRFS1-13,ENSG00000267027.1
lnc-UQCRFS1-12,ENSG00000267240.1
LINC01532,ENSG00000267014.5
lnc-VSTM2B-5,ENSG00000267498.1
lnc-C19orf12-8,ENSG00000267006.1
lnc-TSHZ3-5,ENSG00000267760.1
lnc-ZNF536-4,ENSG00000267081.1
lnc-ZNF536-5,ENSG00000267378.1
LINC01791,ENSG00000267777.1
lnc-ZNF536-8,ENSG00000267662.1
lnc-ZNF536-8,ENSG00000267636.1
lnc-ZNF536-9,ENSG00000267599.1
lnc-ZNF507-8,ENSG00000267407.1
LINC01837,ENSG00000267012.1
LINC01837,ENSG00000267489.3
LINC01533,ENSG00000267779.5
LINC01782,ENSG00000267204.1
lnc-ZNF507-2,ENSG00000267133.1
lnc-RGS9BP-2,ENSG00000267557.1
lnc-ANKRD27-7,ENSG00000267567.1
lnc-WDR88-1,ENSG00000267054.1
lnc-LRP3-1,ENSG00000267714.1
lnc-CEBPA-2,ENSG00000270212.1
lnc-CEBPG-4,ENSG00000267580.1
CEBPA-DT,ENSG00000267130.1
lnc-KCTD15-2,ENSG00000277013.1
lnc-SCGB2B2-11,ENSG00000267219.1
lnc-SCGB2B2-130,ENSG00000267024.1
lnc-ZNF599-9,ENSG00000268683.1
LINC01801,ENSG00000261754.2
lnc-ZNF599-3,ENSG00000271109.1
LINC00904,ENSG00000271649.1
lnc-ZNF792-1,ENSG00000270544.1
ZNF30-AS1,ENSG00000270876.1
lnc-ZNF792-7,ENSG00000269303.1
lnc-ZNF792-6,ENSG00000271032.1
HPN-AS1,ENSG00000227392.1
lnc-FAM187B-2,ENSG00000271366.1
lnc-USF2-2,ENSG00000268947.1
lnc-MAG-2,ENSG00000269553.1
LINC01531,ENSG00000205786.8
lnc-KRTDAP-1,ENSG00000232680.2
lnc-ATP4A-2,ENSG00000267626.1
lnc-HSPB6-1,ENSG00000267439.1
lnc-LIN37-3,ENSG00000267328.1
lnc-HSPB6-3,ENSG00000267049.1
lnc-LRFN3-59,ENSG00000267786.1
lnc-LRFN3-59,ENSG00000267388.1
lnc-COX7A1-2,ENSG00000270760.1
lnc-ZNF146-1,ENSG00000267053.6
LINC00665,ENSG00000232677.6
lnc-ZNF146-3,ENSG00000266973.1
lnc-ZFP14-2,ENSG00000267363.1
ZNF529-AS1,ENSG00000233527.8
lnc-ZNF850-2,ENSG00000267353.1
lnc-ZNF345-29,ENSG00000267254.5
lnc-ZNF585A-4,ENSG00000267345.1
lnc-ZNF568-5,ENSG00000267672.1
lnc-ZNF585B-3,ENSG00000267437.1
LINC01535,ENSG00000226686.7
lnc-ZNF585B-5,ENSG00000267605.5
lnc-ZNF527-5,ENSG00000267682.1
ZNF793-AS1,ENSG00000266916.5
lnc-ZNF569-4,ENSG00000267115.1
lnc-ZNF571-1,ENSG00000180458.2
ZNF571-AS1,ENSG00000267470.5
lnc-ZNF573-2,ENSG00000267152.1
lnc-SPINT2-9,ENSG00000268051.1
lnc-DPF1-2,ENSG00000268764.1
lnc-SPINT2-5,ENSG00000269653.1
lnc-SPINT2-4,ENSG00000268499.1
lnc-GGN-2,ENSG00000266963.1
lnc-MAP4K1-2,ENSG00000269445.1
lnc-CAPN12-1,ENSG00000267375.1
lnc-LGALS7B-1,ENSG00000268756.1
lnc-ECH1-5,ENSG00000269688.1
lnc-SYCN-1,ENSG00000269172.1
lnc-ZNF546-6,ENSG00000269296.1
lnc-SPTBN4-3,ENSG00000268366.1
lnc-CYP2A6-1,ENSG00000269843.1
lnc-CYP2B6-2,ENSG00000269353.1
lnc-TMEM91-2,ENSG00000268987.1
LINC01480,ENSG00000268355.1
LINC01480,ENSG00000270164.1
lnc-CEACAM21-5,ENSG00000268027.5
lnc-LYPD4-3,ENSG00000268833.1
LIPE-AS1,ENSG00000213904.8
lnc-CXCL17-1,ENSG00000268605.1
lnc-PSG9-3,ENSG00000231412.2
lnc-LYPD5-2,ENSG00000268601.1
lnc-ZNF404-1,ENSG00000267058.1
lnc-ZNF45-2,ENSG00000266921.1
lnc-ZNF45-3,ENSG00000267144.1
lnc-ZNF235-4,ENSG00000186019.10
lnc-ZNF229-1,ENSG00000267188.1
lnc-CEACAM20-5,ENSG00000267614.1
lnc-CEACAM20-8,ENSG00000266903.1
lnc-ZNF296-7,ENSG00000267282.1
GEMIN7-AS1,ENSG00000267348.2
lnc-NKPD1-1,ENSG00000267044.1
lnc-CCDC61-2,ENSG00000268401.1
lnc-IGFL2-1,ENSG00000267922.1
lnc-IGFL3-1,ENSG00000269729.1
IGFL2-AS1,ENSG00000268621.5
lnc-IGFL3-5,ENSG00000269745.1
lnc-CCDC8-4,ENSG00000269124.1
lnc-CCDC8-3,ENSG00000268810.1
lnc-PTGIR-4,ENSG00000268423.4
lnc-PPP5D1-1,ENSG00000269292.1
lnc-BICRA-1,ENSG00000268746.1
BICRA-AS1,ENSG00000269806.1
NOP53-AS1,ENSG00000269656.1
lnc-ZSWIM9-3,ENSG00000269321.1
lnc-ZSWIM9-2,ENSG00000268583.1
CARD8-AS1,ENSG00000268001.1
ZNF114-AS1,ENSG00000268186.1
lnc-LMTK3-4,ENSG00000268530.5
lnc-LMTK3-2,ENSG00000269814.1
lnc-RPL18-3,ENSG00000268093.1
lnc-FTL-1,ENSG00000267898.1
lnc-CGB5-2,ENSG00000268108.1
lnc-CGB5-3,ENSG00000268287.1
lnc-TEAD2-2,ENSG00000197813.5
lnc-DKKL1-1,ENSG00000268157.1
lnc-RRAS-2,ENSG00000268636.1
lnc-IRF3-2,ENSG00000268677.1
PTOV1-AS2,ENSG00000268047.1
PTOV1-AS2,ENSG00000269352.1
lnc-VRK3-2,ENSG00000269091.5
lnc-ZNF473-3,ENSG00000267890.1
lnc-KCNC3-3,ENSG00000267815.1
lnc-NAPSA-2,ENSG00000269392.1
lnc-FAM71E1-2,ENSG00000268854.1
lnc-ASPDH-2,ENSG00000268231.1
lnc-C19orf48-2,ENSG00000268375.1
LINC01869,ENSG00000180279.6
lnc-KLK3-1,ENSG00000267968.1
lnc-KLK2-4,ENSG00000269495.1
lnc-KLK2-5,ENSG00000267879.1
lnc-SIGLEC9-8,ENSG00000268739.1
lnc-SIGLEC9-6,ENSG00000268390.1
lnc-CTU1-2,ENSG00000269072.1
lnc-CTU1-2,ENSG00000268595.1
LINC01872,ENSG00000268318.5
lnc-CLDND2-1,ENSG00000268520.1
lnc-IGLON5-1,ENSG00000268889.1
lnc-ZNF175-2,ENSG00000267808.1
lnc-FPR1-2,ENSG00000268316.1
ZNF649-AS1,ENSG00000268095.1
ZNF350-AS1,ENSG00000269235.1
lnc-ZNF836-1,ENSG00000267827.5
lnc-PPP2R1A-3,ENSG00000268458.1
lnc-PPP2R1A-1,ENSG00000267927.1
lnc-ZNF836-2,ENSG00000268015.1
lnc-ZNF836-3,ENSG00000269102.1
lnc-ZNF836-4,ENSG00000269535.1
ZNF528-AS1,ENSG00000269834.5
lnc-ZNF83-7,ENSG00000269349.1
lnc-ZNF83-4,ENSG00000268886.1
lnc-ZNF611-9,ENSG00000268970.1
lnc-ERVV-1-12,ENSG00000269646.1
lnc-ZNF816-2,ENSG00000269082.1
lnc-VN1R2-7,ENSG00000268842.1
lnc-VN1R4-1,ENSG00000269758.1
lnc-MYADM-6,ENSG00000269842.5
lnc-NLRP12-3,ENSG00000269877.3
lnc-MYADM-4,ENSG00000269564.1
lnc-NLRP12-1,ENSG00000228323.2
lnc-NLRP12-1,ENSG00000232220.2
lnc-LENG8-3,ENSG00000268496.1
lnc-LILRA2-2,ENSG00000269271.1
lnc-FCAR-1,ENSG00000268734.1
lnc-NLRP2-2,ENSG00000267265.5
lnc-PPP6R1-1,ENSG00000276570.1
lnc-TMEM150B-2,ENSG00000268729.1
lnc-TMEM238-1,ENSG00000269275.1
lnc-C19orf85-4,ENSG00000269859.1
lnc-NLRP9-2,ENSG00000267523.1
lnc-EPN1-3,ENSG00000267096.1
lnc-NLRP9-1,ENSG00000267117.1
LINC01864,ENSG00000267522.1
lnc-ZNF582-4,ENSG00000267298.1
lnc-EDDM13-5,ENSG00000267549.5
lnc-ZNF582-6,ENSG00000267429.1
lnc-ZNF582-6,ENSG00000267606.1
lnc-ZSCAN5A-3,ENSG00000267776.1
lnc-ZNF583-2,ENSG00000267192.1
ZNF667-AS1,ENSG00000166770.10
lnc-ZFP28-1,ENSG00000267224.1
lnc-ZNF667-3,ENSG00000267421.6
lnc-SMIM17-5,ENSG00000268352.1
lnc-ZNF835-1,ENSG00000268568.1
ZIM2-AS1,ENSG00000269793.6
MIMT1,ENSG00000268654.1
lnc-ZNF805-1,ENSG00000268713.1
ZNF460-AS1,ENSG00000267871.5
lnc-ZNF460-2,ENSG00000268205.1
lnc-VN1R1-2,ENSG00000268678.1
lnc-ZNF419-3,ENSG00000268266.1
lnc-ZNF134-2,ENSG00000268392.1
lnc-ZNF814-1,ENSG00000269867.1
lnc-ZSCAN1-3,ENSG00000176593.7
lnc-ZNF8-5,ENSG00000268201.1
A1BG-AS1,ENSG00000268895.5
lnc-ZNF497-1,ENSG00000268230.5
lnc-RPS5-4,ENSG00000269054.1
LINC02560,ENSG00000268307.1
lnc-ZNF837-1,ENSG00000232098.3
lnc-ZNF132-1,ENSG00000268912.1
lnc-ZNF324B-1,ENSG00000269473.1
lnc-SLC27A5-3,ENSG00000269106.1
lnc-MZF1-1,ENSG00000269600.1
lnc-TAF1B-2,ENSG00000269973.1
lnc-NBAS-5,ENSG00000226764.2
lnc-LDAH-6,ENSG00000269976.1
lnc-LDAH-3,ENSG00000270100.1
lnc-APOB-1,ENSG00000261012.2
lnc-BABAM2-2,ENSG00000270640.1
lnc-FOSL2-3,ENSG00000270210.1
lnc-SPAST-2,ENSG00000271228.1
RMDN2-AS1,ENSG00000235848.4
LINC02583,ENSG00000187600.14
lnc-SOCS5-4,ENSG00000222005.8
lnc-RPS27A-1,ENSG00000240401.8
lnc-CCDC85A-2,ENSG00000272180.1
lnc-C2orf74-5,ENSG00000270820.5
lnc-SPRED2-1,ENSG00000234255.8
lnc-DYSF-2,ENSG00000281195.1
lnc-POLE4-5,ENSG00000270696.1
lnc-MRPL19-6,ENSG00000270462.1
lnc-MRPL19-9,ENSG00000270996.1
lnc-COA5-2,ENSG00000222000.7
lnc-KIAA1211L-1,ENSG00000226791.6
lnc-POU3F3-7,ENSG00000269707.1
lnc-UXS1-4,ENSG00000235522.6
MIR4435-2HG,ENSG00000271590.1
FAM138B,ENSG00000226516.7
lnc-SLC35F5-3,ENSG00000270019.1
lnc-INSIG2-1,ENSG00000235066.6
lnc-INSIG2-7,ENSG00000272895.1
lnc-TFCP2L1-4,ENSG00000271709.1
lnc-GPR148-2,ENSG00000282944.1
lnc-KYNU-14,ENSG00000283994.1
LINC01966,ENSG00000268580.1
lnc-MMADHC-2,ENSG00000231079.7
lnc-PKP4-7,ENSG00000271320.1
LINC02478,ENSG00000285155.1
lnc-SP9-7,ENSG00000271151.1
lnc-PLEKHA3-15,ENSG00000271401.1
lnc-ZSWIM2-2,ENSG00000259915.2
lnc-NABP1-5,ENSG00000233766.7
lnc-AOX1-1,ENSG00000284084.1
lnc-ATIC-8,ENSG00000227769.7
lnc-OBSL1-3,ENSG00000268896.1
lnc-SLC4A3-11,ENSG00000267919.1
lnc-PAX3-1,ENSG00000267034.1
lnc-TIGD1-1,ENSG00000237126.8
lnc-NEU2-1,ENSG00000222001.2
lnc-PRLH-1,ENSG00000234949.2
lnc-HES6-1,ENSG00000186235.10
lnc-ANKMY1-2,ENSG00000218416.4
lnc-AQP12A-1,ENSG00000219159.4
LINC01433,ENSG00000230176.2
lnc-GPCPD1-8,ENSG00000205181.5
lnc-C20orf196-3,ENSG00000266908.1
lnc-SLX4IP-36,ENSG00000270792.5
lnc-SLX4IP-37,ENSG00000270777.1
lnc-TASP1-5,ENSG00000269931.1
lnc-RBBP9-6,ENSG00000149443.7
lnc-CRNKL1-3,ENSG00000232675.7
KIZ-AS1,ENSG00000228604.3
lnc-NKX2-2-2,ENSG00000278041.1
LINC01432,ENSG00000234435.2
lnc-SSTR4-2,ENSG00000230387.2
lnc-CST9-1,ENSG00000270001.1
lnc-GGTLC1-5,ENSG00000232200.2
FAM182A,ENSG00000125804.13
lnc-PXMP4-1,ENSG00000229188.2
lnc-EIF2S2-1,ENSG00000228386.2
lnc-BPI-33,ENSG00000285347.1
lnc-SRSF6-3,ENSG00000229042.2
lnc-ADA-3,ENSG00000132832.10
lnc-WISP2-2,ENSG00000276223.1
lnc-TFAP2C-3,ENSG00000231604.2
lnc-NPEPL1-1,ENSG00000270279.1
GNAS-AS1,ENSG00000268649.5
GNAS-AS1,ENSG00000235590.7
lnc-CTSZ-12,ENSG00000268333.1
lnc-CTSZ-2,ENSG00000270951.1
lnc-KCNE1B-5,ENSG00000277693.1
lnc-SAMSN1-2,ENSG00000232884.7
lnc-NRIP1-14,ENSG00000270071.1
lnc-BTG3-12,ENSG00000270139.1
lnc-BTG3-11,ENSG00000269950.1
LINC00308,ENSG00000184856.6
lnc-GABPA-1,ENSG00000233783.7
lnc-RWDD2B-1,ENSG00000231125.2
BACH1-IT2,ENSG00000228817.4
C21orf62-AS1,ENSG00000205930.8
lnc-RIPPLY3-5,ENSG00000270116.1
DSCR8,ENSG00000198054.12
B3GALT5-AS1,ENSG00000184809.12
lnc-SLC19A1-9,ENSG00000275139.1
lnc-POTEH-7,ENSG00000206195.10
lnc-POTEH-4,ENSG00000271127.1
lnc-IL17RA-36,ENSG00000283633.1
